PERIODO,TERRITORIO,PATOLOGIA,MASCHI,FEMMINE
2009-2017,082012,Asma,0,1
2009-2017,082012,Malattie dell'apparato digerente,1,6
2009-2017,082012,Malattie epatiche croniche,1,1
2009-2017,082012,Malattie del sistema osteomuscolare e del tessuto connettivo,1,0
2009-2017,082012,Malattie del sistema genitourinario,5,2
2009-2017,082012,Malattie del rene e dell'uretere,5,2
2009-2017,082012,"Sintomi, segni, risultati anomali e cause mal definite",2,2
2009-2017,082012,Cause esterne di traumatismo e avvelenamento,4,4
2009-2017,082012,Accidenti,3,4
2009-2017,082012,Accidenti di trasporto,1,0
2009-2017,082012,Cadute accidentali,2,4
2009-2017,082012,Suicidio e autolesione intenzionale,1,0
2009-2017,082013,Malattie infettive e parassitarie,2,3
2009-2017,082013,Epatite virale,1,1
2009-2017,082013,Tumore,88,59
2009-2017,082013,Tumori maligni,88,57
2009-2017,082013,"Tumori maligni delle labbra, cavità orale e faringe",0,1
2009-2017,082013,Tumori maligni dello stomaco,5,0
2009-2017,082013,Tumori maligni del colon,3,7
2009-2017,082013,Tumori maligni del retto e dell'ano,1,4
2009-2017,082013,Tumori maligni del fegato e dei dotti biliari intraepatici,5,1
2009-2017,082013,Tumori maligni del pancreas,6,4
2009-2017,082013,Tumori maligni della laringe e della trachea/bronchi/polm.,30,5
2009-2017,082013,Tumori maligni della cute,0,1
2009-2017,082013,Tumori maligni del seno,0,12
2009-2017,082013,Tumori maligni di altre parti dell'utero,0,3
2009-2017,082013,Tumori maligni dell'ovaio,0,1
2009-2017,082013,Tumori maligni della prostata,10,0
2009-2017,082013,Tumori maligni del rene,1,0
2009-2017,082013,Tumori maligni della vescica,4,0
2009-2017,082013,Tumori maligni del tessuto linfatico/ematopoietico,8,8
2009-2017,082013,"Malattie endocrine, nutrizionali e metaboliche",6,13
2009-2017,082013,Diabete mellito,6,11
2009-2017,082013,Disturbi psichici e comportamentali,13,38
2009-2017,082013,Malattie del sistema nervoso e degli organi di senso,7,7
2009-2017,082013,Malattie del sistema circolatorio,99,119
2009-2017,082013,Malattie ischemiche del cuore,24,17
2009-2017,082013,Altre malattie del cuore,9,13
2009-2017,082013,Malattie cerebrovascolari,34,33
2009-2017,082013,Malattie del sistema respiratorio,23,12
2009-2017,082013,Polmonite,4,1
2009-2017,082013,Malattie croniche delle basse vie respiratorie,16,9
2009-2017,082013,Asma,1,2
2009-2017,082013,Malattie dell'apparato digerente,9,9
2009-2017,082013,"Ulcera dello stomaco, duodeno e digiuno",0,2
2009-2017,082013,Malattie epatiche croniche,3,1
2009-2017,082013,Malattie del sistema genitourinario,5,3
2009-2017,082013,Malattie del rene e dell'uretere,5,3
2009-2017,082013,Malformazioni congenite e anormalità cromosomiche,0,1
2009-2017,082013,Malformazioni congenite del sistema circolatorio,0,1
2009-2017,082013,"Sintomi, segni, risultati anomali e cause mal definite",2,4
2009-2017,082013,Cause esterne di traumatismo e avvelenamento,11,6
2009-2017,082013,Accidenti,8,6
2009-2017,082013,Accidenti di trasporto,1,0
2009-2017,082013,Cadute accidentali,1,4
2009-2017,082013,Avvelenamento accidentale,1,1
2009-2017,082013,Suicidio e autolesione intenzionale,2,0
2009-2017,082013,"Omicidio, aggressione",1,0
2009-2017,082014,Malattie infettive e parassitarie,1,3
2009-2017,082014,Tubercolosi,1,1
2009-2017,082014,Epatite virale,0,1
2009-2017,082014,Tumore,109,67
2009-2017,082014,Tumori maligni,106,64
2009-2017,082014,"Tumori maligni delle labbra, cavità orale e faringe",1,0
2009-2017,082014,Tumori maligni dell'esofago,1,0
2009-2017,082014,Tumori maligni dello stomaco,2,2
2009-2017,082014,Tumori maligni del colon,12,10
2009-2017,082014,Tumori maligni del retto e dell'ano,5,1
2009-2017,082014,Tumori maligni del fegato e dei dotti biliari intraepatici,4,3
2009-2017,082014,Tumori maligni del pancreas,5,4
2009-2017,082014,Tumori maligni della laringe e della trachea/bronchi/polm.,18,5
2009-2017,082014,Tumori maligni del seno,0,6
2009-2017,082014,Tumori maligni di altre parti dell'utero,0,4
2009-2017,082014,Tumori maligni dell'ovaio,0,4
2009-2017,082014,Tumori maligni della prostata,13,0
2009-2017,082014,Tumori maligni del rene,1,3
2009-2017,082014,Tumori maligni della vescica,10,2
2009-2017,082014,Tumori maligni del tessuto linfatico/ematopoietico,15,11
2009-2017,082014,"Malattie endocrine, nutrizionali e metaboliche",21,18
2009-2017,082014,Diabete mellito,21,16
2009-2017,082014,Disturbi psichici e comportamentali,4,14
2009-2017,082014,Malattie del sistema nervoso e degli organi di senso,19,17
2009-2017,082014,Malattie del sistema circolatorio,157,163
2009-2017,082014,Malattie ischemiche del cuore,28,19
2009-2017,082014,Altre malattie del cuore,33,39
2009-2017,082014,Malattie cerebrovascolari,32,30
2009-2017,082014,Malattie del sistema respiratorio,28,21
2009-2017,082014,Polmonite,4,3
2009-2017,082014,Malattie croniche delle basse vie respiratorie,20,16
2009-2017,082014,Asma,0,1
2009-2017,082014,Malattie dell'apparato digerente,12,4
2009-2017,082014,Malattie epatiche croniche,5,3
2009-2017,082014,Malattie del sistema osteomuscolare e del tessuto connettivo,2,3
2009-2017,082014,Malattie del sistema genitourinario,7,10
2009-2017,082014,Malattie del rene e dell'uretere,7,10
2009-2017,082014,Alcune condizioni che hanno origine nel periodo perinatale,0,1
2009-2017,082014,Malformazioni congenite e anormalità cromosomiche,1,0
2009-2017,082014,Malformazioni congenite del sistema circolatorio,1,0
2009-2017,082014,"Sintomi, segni, risultati anomali e cause mal definite",6,5
2009-2017,082014,Cause sconosciute e non specificate,0,1
2009-2017,082014,Cause esterne di traumatismo e avvelenamento,20,10
2009-2017,082014,Accidenti,14,9
2009-2017,082014,Accidenti di trasporto,2,0
2009-2017,082014,Cadute accidentali,8,6
2009-2017,082014,Suicidio e autolesione intenzionale,3,1
2009-2017,082014,Eventi di intento indeterminato,3,0
2009-2017,082015,Malattie infettive e parassitarie,1,0
2009-2017,082015,Tumore,68,58
2009-2017,082015,Tumori maligni,62,58
2009-2017,082015,"Tumori maligni delle labbra, cavità orale e faringe",0,3
2009-2017,082015,Tumori maligni dell'esofago,0,1
2009-2017,082015,Tumori maligni dello stomaco,5,3
2009-2017,082015,Tumori maligni del colon,7,6
2009-2017,082015,Tumori maligni del retto e dell'ano,2,1
2009-2017,082015,Tumori maligni del fegato e dei dotti biliari intraepatici,4,5
2009-2017,082015,Tumori maligni del pancreas,1,5
2009-2017,082015,Tumori maligni della laringe e della trachea/bronchi/polm.,11,6
2009-2017,082015,Tumori maligni della cute,0,1
2009-2017,082015,Tumori maligni del seno,0,3
2009-2017,082015,Tumori maligni di altre parti dell'utero,0,3
2009-2017,082015,Tumori maligni dell'ovaio,0,3
2009-2017,082015,Tumori maligni della prostata,7,0
2009-2017,082015,Tumori maligni del rene,0,1
2009-2017,082015,Tumori maligni della vescica,5,0
2009-2017,082015,Tumori maligni del tessuto linfatico/ematopoietico,7,4
2009-2017,082015,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,0
2009-2017,082015,"Malattie endocrine, nutrizionali e metaboliche",4,12
2009-2017,082015,Diabete mellito,3,12
2009-2017,082015,Disturbi psichici e comportamentali,1,5
2009-2017,082015,Malattie del sistema nervoso e degli organi di senso,8,12
2009-2017,082015,Meningite (diverso da 03),0,1
2009-2017,082015,Malattie del sistema circolatorio,93,105
2009-2017,082015,Malattie ischemiche del cuore,14,11
2009-2017,082015,Altre malattie del cuore,15,14
2009-2017,082015,Malattie cerebrovascolari,34,47
2009-2017,082015,Malattie del sistema respiratorio,29,17
2009-2017,082015,Polmonite,2,2
2009-2017,082015,Malattie croniche delle basse vie respiratorie,23,8
2009-2017,082015,Malattie dell'apparato digerente,9,3
2009-2017,082015,"Ulcera dello stomaco, duodeno e digiuno",1,0
2009-2017,082015,Malattie epatiche croniche,4,2
2009-2017,082015,Malattie del sistema osteomuscolare e del tessuto connettivo,2,0
2009-2017,082015,Artrite reumatoide e osteoartrite,2,0
2009-2017,082015,Malattie del sistema genitourinario,3,7
2009-2017,082015,Malattie del rene e dell'uretere,3,7
2009-2017,082015,Alcune condizioni che hanno origine nel periodo perinatale,1,0
2009-2017,082015,"Sintomi, segni, risultati anomali e cause mal definite",3,9
2009-2017,082015,Cause esterne di traumatismo e avvelenamento,11,5
2009-2017,082015,Accidenti,8,5
2009-2017,082015,Cadute accidentali,5,3
2009-2017,082015,Suicidio e autolesione intenzionale,3,0
2009-2017,082016,Tumore,13,9
2009-2017,082016,Tumori maligni,12,9
2009-2017,082016,Tumori maligni dello stomaco,0,1
2009-2017,082016,Tumori maligni del colon,1,1
2009-2017,082016,Tumori maligni del fegato e dei dotti biliari intraepatici,1,0
2009-2017,082016,Tumori maligni del pancreas,0,2
2009-2017,082016,Tumori maligni della laringe e della trachea/bronchi/polm.,1,0
2009-2017,082016,Tumori maligni del seno,0,1
2009-2017,082016,Tumori maligni di altre parti dell'utero,0,2
2009-2017,082016,Tumori maligni della prostata,2,0
2009-2017,082016,Tumori maligni della vescica,1,0
2009-2017,082016,Tumori maligni del tessuto linfatico/ematopoietico,5,0
2009-2017,082016,"Malattie endocrine, nutrizionali e metaboliche",4,3
2009-2017,082016,Diabete mellito,4,3
2009-2017,082016,Disturbi psichici e comportamentali,0,5
2009-2017,082016,Malattie del sistema nervoso e degli organi di senso,0,2
2009-2017,082016,Malattie del sistema circolatorio,14,20
2009-2017,082016,Malattie ischemiche del cuore,4,6
2009-2017,082016,Altre malattie del cuore,2,2
2009-2017,082016,Malattie cerebrovascolari,5,7
2009-2017,082016,Malattie del sistema respiratorio,7,1
2009-2017,082016,Polmonite,2,0
2009-2017,082016,Malattie croniche delle basse vie respiratorie,4,1
2009-2017,082016,Malattie dell'apparato digerente,0,2
2009-2017,082016,Malattie epatiche croniche,0,1
2009-2017,082016,Malattie del sistema genitourinario,1,0
2009-2017,082016,Malattie del rene e dell'uretere,1,0
2009-2017,082016,"Sintomi, segni, risultati anomali e cause mal definite",0,2
2009-2017,082017,Malattie infettive e parassitarie,5,2
2009-2017,082017,Tumore,87,60
2009-2017,082017,Tumori maligni,83,56
2009-2017,082017,"Tumori maligni delle labbra, cavità orale e faringe",2,1
2009-2017,082017,Tumori maligni dello stomaco,3,3
2009-2017,082017,Tumori maligni del colon,7,6
2009-2017,082017,Tumori maligni del retto e dell'ano,1,1
2009-2017,082017,Tumori maligni del fegato e dei dotti biliari intraepatici,5,4
2009-2017,082017,Tumori maligni del pancreas,5,8
2009-2017,082017,Tumori maligni della laringe e della trachea/bronchi/polm.,20,2
2009-2017,082017,Tumori maligni della cute,2,2
2009-2017,082017,Tumori maligni del seno,0,11
2009-2017,082017,Tumori maligni di altre parti dell'utero,0,5
2009-2017,082017,Tumori maligni dell'ovaio,0,2
2009-2017,082017,Tumori maligni della prostata,8,0
2009-2017,082017,Tumori maligni del rene,0,1
2009-2017,082017,Tumori maligni della vescica,5,0
2009-2017,082017,Tumori maligni del tessuto linfatico/ematopoietico,5,2
2009-2017,082017,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,0,1
2009-2017,082017,"Malattie endocrine, nutrizionali e metaboliche",8,18
2009-2017,082017,Diabete mellito,8,15
2009-2017,082017,Disturbi psichici e comportamentali,11,18
2009-2017,082017,Malattie del sistema nervoso e degli organi di senso,15,10
2009-2017,082017,Malattie del sistema circolatorio,98,86
2009-2017,082017,Malattie ischemiche del cuore,31,19
2009-2017,082017,Altre malattie del cuore,15,17
2009-2017,082017,Malattie cerebrovascolari,22,17
2009-2017,082017,Malattie del sistema respiratorio,23,12
2009-2017,082017,Polmonite,9,1
2009-2017,082017,Malattie croniche delle basse vie respiratorie,10,8
2009-2017,082017,Asma,0,1
2009-2017,082017,Malattie dell'apparato digerente,12,8
2009-2017,082017,"Ulcera dello stomaco, duodeno e digiuno",1,0
2009-2017,082017,Malattie epatiche croniche,5,5
2009-2017,082017,Malattie del sistema osteomuscolare e del tessuto connettivo,1,3
2009-2017,082017,Artrite reumatoide e osteoartrite,1,0
2009-2017,082017,Malattie del sistema genitourinario,5,3
2009-2017,082017,Malattie del rene e dell'uretere,5,3
2009-2017,082017,Alcune condizioni che hanno origine nel periodo perinatale,0,1
2009-2017,082017,"Sintomi, segni, risultati anomali e cause mal definite",9,7
2009-2017,082017,Cause esterne di traumatismo e avvelenamento,15,10
2009-2017,082017,Accidenti,13,10
2009-2017,082017,Accidenti di trasporto,5,1
2009-2017,082017,Cadute accidentali,6,8
2009-2017,082017,Suicidio e autolesione intenzionale,2,0
2009-2017,082018,Tumore,12,13
2009-2017,082018,Tumori maligni,11,12
2009-2017,082018,"Tumori maligni delle labbra, cavità orale e faringe",0,1
2009-2017,082018,Tumori maligni del colon,2,0
2009-2017,082018,Tumori maligni del retto e dell'ano,2,0
2009-2017,082018,Tumori maligni del fegato e dei dotti biliari intraepatici,1,0
2009-2017,082018,Tumori maligni del pancreas,0,1
2009-2017,082018,Tumori maligni della laringe e della trachea/bronchi/polm.,3,1
2009-2017,082018,Tumori maligni del seno,0,1
2009-2017,082018,Tumori maligni di altre parti dell'utero,0,1
2009-2017,082018,Tumori maligni dell'ovaio,0,1
2009-2017,082018,Tumori maligni del tessuto linfatico/ematopoietico,1,3
2009-2017,082018,"Malattie endocrine, nutrizionali e metaboliche",4,7
2009-2017,082018,Diabete mellito,3,6
2009-2017,082018,Disturbi psichici e comportamentali,5,9
2009-2017,082018,"Dipendenza da droghe, tossicomania",1,0
2009-2017,082018,Malattie del sistema nervoso e degli organi di senso,0,3
2009-2017,082018,Malattie del sistema circolatorio,44,35
2009-2017,082018,Malattie ischemiche del cuore,14,6
2009-2017,082018,Altre malattie del cuore,6,6
2009-2017,082018,Malattie cerebrovascolari,3,11
2009-2017,082018,Malattie del sistema respiratorio,9,7
2009-2017,082018,Polmonite,2,3
2009-2017,082018,Malattie croniche delle basse vie respiratorie,6,3
2009-2017,082018,Asma,0,1
2009-2017,082018,Malattie dell'apparato digerente,2,2
2009-2017,082018,Malattie del sistema genitourinario,1,1
2009-2017,082018,Malattie del rene e dell'uretere,1,1
2009-2017,082018,Alcune condizioni che hanno origine nel periodo perinatale,2,1
2009-2017,082018,Cause esterne di traumatismo e avvelenamento,2,2
2009-2017,082018,Accidenti,2,2
2009-2017,082018,Accidenti di trasporto,1,0
2009-2017,082018,Cadute accidentali,0,1
2009-2017,082019,Malattie infettive e parassitarie,3,1
2009-2017,082019,Epatite virale,2,1
2009-2017,082019,Tumore,52,52
2009-2017,082019,Tumori maligni,51,51
2009-2017,082019,Tumori maligni dello stomaco,2,0
2009-2017,082019,Tumori maligni del colon,8,4
2009-2017,082019,Tumori maligni del retto e dell'ano,0,3
2009-2017,082019,Tumori maligni del fegato e dei dotti biliari intraepatici,11,10
2009-2017,082019,Tumori maligni del pancreas,2,2
2009-2017,082019,Tumori maligni della laringe e della trachea/bronchi/polm.,5,4
2009-2017,082019,Tumori maligni della cute,0,1
2009-2017,082019,Tumori maligni del seno,0,6
2009-2017,082019,Tumori maligni di altre parti dell'utero,0,1
2009-2017,082019,Tumori maligni dell'ovaio,0,4
2009-2017,082019,Tumori maligni della prostata,6,0
2009-2017,082019,Tumori maligni della vescica,2,1
2009-2017,082019,Tumori maligni del tessuto linfatico/ematopoietico,4,3
2009-2017,082019,"Malattie endocrine, nutrizionali e metaboliche",14,22
2009-2017,082019,Diabete mellito,13,22
2009-2017,082019,Disturbi psichici e comportamentali,5,10
2009-2017,082019,Malattie del sistema nervoso e degli organi di senso,2,5
2009-2017,082019,Malattie del sistema circolatorio,66,66
2009-2017,082019,Malattie ischemiche del cuore,16,11
2009-2017,082019,Altre malattie del cuore,7,9
2009-2017,082019,Malattie cerebrovascolari,22,27
2009-2017,082019,Malattie del sistema respiratorio,19,8
2009-2017,082019,Polmonite,4,4
2009-2017,082019,Malattie croniche delle basse vie respiratorie,14,2
2009-2017,082019,Malattie dell'apparato digerente,6,3
2009-2017,082019,"Ulcera dello stomaco, duodeno e digiuno",1,0
2009-2017,082019,Malattie epatiche croniche,4,3
2009-2017,082019,Malattie del sistema osteomuscolare e del tessuto connettivo,0,2
2009-2017,082019,Artrite reumatoide e osteoartrite,0,2
2009-2017,082019,Malattie del sistema genitourinario,0,4
2009-2017,082019,Malattie del rene e dell'uretere,0,4
2009-2017,082019,"Sintomi, segni, risultati anomali e cause mal definite",2,6
2009-2017,082019,Cause esterne di traumatismo e avvelenamento,3,3
2009-2017,082019,Accidenti,3,3
2009-2017,082019,Accidenti di trasporto,1,1
2009-2017,082019,Cadute accidentali,2,2
2009-2017,082020,Malattie infettive e parassitarie,3,0
2009-2017,082020,Epatite virale,1,0
2009-2017,082020,Tumore,134,68
2009-2017,082020,Tumori maligni,133,66
2009-2017,082020,"Tumori maligni delle labbra, cavità orale e faringe",3,0
2009-2017,082020,Tumori maligni dell'esofago,1,0
2009-2017,082020,Tumori maligni dello stomaco,2,3
2009-2017,082020,Tumori maligni del colon,16,4
2009-2017,082020,Tumori maligni del retto e dell'ano,1,0
2009-2017,082020,Tumori maligni del fegato e dei dotti biliari intraepatici,9,1
2009-2017,082020,Tumori maligni del pancreas,14,1
2009-2017,082020,Tumori maligni della laringe e della trachea/bronchi/polm.,38,10
2009-2017,082020,Tumori maligni della cute,2,1
2009-2017,082020,Tumori maligni del seno,0,18
2009-2017,082020,Tumori maligni di altre parti dell'utero,0,1
2009-2017,082020,Tumori maligni dell'ovaio,0,3
2009-2017,082020,Tumori maligni della prostata,11,0
2009-2017,082020,Tumori maligni del rene,2,2
2009-2017,082020,Tumori maligni della vescica,5,1
2009-2017,082020,Tumori maligni del tessuto linfatico/ematopoietico,17,9
2009-2017,082020,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,3
2009-2017,082020,"Malattie endocrine, nutrizionali e metaboliche",17,22
2009-2017,082020,Diabete mellito,17,20
